Predicted Power,Actual Power,Error,Absolute Error,Relative Error (%),Timestamp
249.7468586774444,330.17,80.42314132255561,80.42314132255561,24.35810077309605,2025/3/27 12:45
248.20930614657837,328.0,79.79069385342166,79.79069385342166,24.32643105286504,2025/3/27 13:00
246.9472713703858,327.41,80.46272862961422,80.46272862961422,24.575525680214295,2025/3/27 13:15
250.25235694947867,323.77,73.51764305052131,73.51764305052131,22.70674956002675,2025/3/27 13:30
252.4863539194838,327.82,75.33364608051619,75.33364608051619,22.98018610227967,2025/3/27 13:45
249.4222151801292,327.9,78.47778481987078,78.47778481987078,23.933450692237525,2025/3/27 14:00
257.22698986856886,326.14,68.91301013143112,68.91301013143112,21.12988597884651,2025/3/27 14:15
252.02889575348277,327.57,75.54110424651725,75.54110424651725,23.061056948589368,2025/3/27 14:30
236.81630152683655,331.43,94.61369847316342,94.61369847316342,28.547113560370175,2025/3/27 14:45
234.18657960518047,332.54,98.35342039481957,98.35342039481957,29.57641799326095,2025/3/27 15:00
243.74913165092477,335.33,91.58086834907525,91.58086834907525,27.31066959384724,2025/3/27 15:15
226.43718189088585,330.89,104.45281810911416,104.45281810911416,31.567233252465357,2025/3/27 15:30
226.43718189088585,334.49,108.05281810911418,108.05281810911418,32.30375141531343,2025/3/27 15:45
233.4270837638285,336.61,103.18291623617152,103.18291623617152,30.65355046972486,2025/3/27 16:00
240.54467531553152,332.94,92.39532468446848,92.39532468446848,27.75134399124188,2025/3/27 16:15
243.77789752241867,330.66,86.88210247758136,86.88210247758136,26.27535912343648,2025/3/27 16:30
247.32596934758828,334.08,86.7540306524117,86.7540306524117,25.96804078435876,2025/3/27 16:45
267.1208479625203,332.25,65.12915203747968,65.12915203747968,19.602453585390545,2025/3/27 17:00
267.8460846662134,339.72,71.87391533378661,71.87391533378661,21.156810118263703,2025/3/27 17:15
264.16790643464816,342.1,77.93209356535186,77.93209356535186,22.78050089603305,2025/3/27 17:30
262.62047348884823,346.95,84.32952651115176,84.32952651115176,24.30595950745856,2025/3/27 17:45
267.7440328581788,350.02,82.27596714182118,82.27596714182118,23.50607597902911,2025/3/27 18:00
264.18221013182244,343.51,79.32778986817755,79.32778986817755,23.09329855554553,2025/3/27 18:15
259.7071409415222,342.25,82.5428590584778,82.5428590584778,24.117709001739573,2025/3/27 18:30
267.30952739721243,343.13,75.82047260278756,75.82047260278756,22.096719203440525,2025/3/27 18:45
261.3113888716037,341.18,79.86861112839631,79.86861112839631,23.409523163248988,2025/3/27 19:00
256.2195490414698,343.06,86.8404509585302,86.8404509585302,25.31348771599863,2025/3/27 19:15
256.1419472614353,336.66,80.51805273856473,80.51805273856473,23.916726887227718,2025/3/27 19:30
245.23096358655533,343.13,97.89903641344466,97.89903641344466,28.531179556849047,2025/3/27 19:45
242.4098801709741,331.8,89.3901198290259,89.3901198290259,26.94096438487009,2025/3/27 20:00
233.5463783710722,342.43,108.8836216289278,108.8836216289278,31.797337157636896,2025/3/27 20:15
